# Security closure ledger. Verified by scripts/check-closures.sh, which fails
# the build if a named test does not exist, or does not produce a literal
# `--- PASS: <name>` line in the environment its own verification column
# claims.
#
# claim_id	package	proving_test	verification	landed_commit	issue	note
#
# verification is one of:
#   default-ci   the proving test runs and passes in every invocation of this
#                script, no special environment required. A SKIP here is
#                ALWAYS a closure-verification failure.
#   pg-gated     the proving test is gated behind KEYORIX_TEST_PG_DSN (a race
#                that can only be demonstrated against a real multi-connection
#                Postgres, not SQLite/mocks — see
#                internal/core/postgres_contention_helpers_test.go). When this
#                script runs WITHOUT the DSN set (its default invocation, in
#                the adr-numbers job), a SKIP here is expected and does NOT
#                fail the check — there is nothing else that invocation could
#                show. When it runs WITH the DSN set (.github/workflows/ci.yml
#                test-suite job, `core` leg — the one job with a Postgres
#                service container — runs this same script a second time, see
#                that job for why), a SKIP or failure here IS real and DOES
#                fail the check: the DSN is available, so "gated" stops being
#                an excuse. The test's plain EXISTENCE (a real compiled test
#                symbol, not a typo'd/renamed/deleted name) is checked
#                unconditionally either way — a SKIP line only ever appears
#                for a test that exists and ran; "no tests to run" is the
#                separate, always-fatal non-existence case.
#   manual       no automated regression test exists or can exist for this
#                claim; closure rests on a cited artefact instead. `note` MUST
#                cite the artefact precisely enough that a skeptical reader
#                could go look (a file path + line, a PR review comment URL, a
#                dated manual test log — not "verified manually" on its own).
#                This is an ESCAPE HATCH, not a shortcut: "self-reported
#                verification is a claim, not evidence" applies in full here —
#                CI accepts the row because it is honestly labeled unverified,
#                not because anything was proven. Prefer default-ci or
#                pg-gated whenever a real test is possible.
#
# issue is the GitHub issue number this closes (bare, no '#'), or `-` when the
# claim is an internal structural invariant with no single corresponding issue
# (e.g. G01, INV-1) or the note already cites more than one ambiguously
# (FIX-4-sentinel). This column is best-effort cross-referenced by
# scripts/report-unlisted-security-issues.sh against closed issues carrying
# the `security` label — read that script's own header before trusting its
# silence: the label it keys off is empirically under-applied (verified
# 2026-09-08 — #1646, #1780, #1551, and #1572 all carry ZERO labels, including
# the two rows already correctly in this ledger before this column existed),
# so a `-` here or an issue missing from that report's output is not proof
# nothing is owed.
#
# landed_commit is INFORMATIONAL. This repo squash-merges, so ancestry checks
# return false for every correctly landed PR. Closure is verified by test.

G01	./internal/core	TestCheckGroupPermissions_ProjectScopedMembershipDoesNotCrossProjects	default-ci	e6f018a0	-	project-scoped group membership must not grant cross-project secret read
connect-link-local-guard-001	./internal/connect	TestValidateConnectorAddressNotLinkLocal	default-ci	c40a2ec4	-	Vault and Azure Key Vault connectors accepted a link-local configured Address (including cloud IMDS, 169.254.169.254) with no rejection at registration or dial time; fixed by validateConnectorAddressNotLinkLocal (registration, literal-IP case) plus connectGuardedDialer's netutil.Dialer{Disallow: netutil.IsLinkLocal} (every dial, including a hostname resolving to link-local); deliberately narrower than a full private-range block -- general RFC-1918/on-prem addresses stay unguarded, the on-prem deployment baseline; see docs/findings/2026-09-19-FINDING-connect-response-trust-gaps.md §2/§5
netutil-linklocal-nat64-001	./internal/netutil	TestIsLinkLocal_IPv4EmbeddingEncodings	default-ci	c40a2ec4	-	IsLinkLocal (the narrower SSRF-target check used by the JWKS/OIDC egress guard and now internal/connect's hardened transport) did not decode NAT64 (64:ff9b::/96) or IPv4-compatible (::x) IPv6 encodings of an embedded link-local IPv4 -- only IsPrivateOrLinkLocal had that decode step (#1937/ssrf-nat64-ipv4compat-001); a NAT64-encoded cloud IMDS target would pass IsLinkLocal despite IsPrivateOrLinkLocal already rejecting it. Fixed by refactoring both predicates onto one shared matchesCIDRsWithEmbedded helper; found while implementing the Connect hardened-client link-local guard, which needed IsLinkLocal to have the same coverage IsPrivateOrLinkLocal already did
kek-rename-dek-cleanup-dataloss-001	./internal/encryption	FuzzFaultInjectedOperations	default-ci	pending-merge	-	commitNewKEKFiles' rename-dek error cleanup unconditionally deleted kek.salt.pending on ANY rename error, without checking whether the rename had actually applied first (e.g. an NFS lost-reply/retransmit ambiguity) -- orphaning the DEK (every secret undecryptable) whenever it had. Fixed by dekRenameActuallySucceeded verifying actual on-disk content before cleanup; found by FuzzFaultInjectedOperations same PR as the fix (docs/findings/2026-09-19-FINDING-kek-rotation-rename-dek-cleanup-dataloss.md). landed_commit is a placeholder pending this branch's actual merge commit

# NOT LISTED, deliberately:
#   FIX-1 actorID==0 fast-path (internal/core/authz.go:614). The eight-site reroute
#   landed (#68e5116c) and actorIsMachine is threaded rather than hardcoded, but the
#   fast-path itself remains and is now DOCUMENTED as the local-CLI path. A documented
#   exception is a claim, not a fact -- 3 of 13 were false last time. It belongs in the
#   documented-exception sweep, not in this ledger, until a test settles it.
saml-response-epilogue-001	./internal/saml	TestParseResponse_RejectsXMLEpilogue	default-ci	37af62a7	-	ParseResponse accepted a validly-signed response with bytes appended after its root element (XML epilogue) unrejected by either our own XML-DSig path or crewjam/saml's internal xrv.Validate (token-round-trip check, not document-structure check); found by the new FuzzParseResponse harness (#1889) on day one, fixed same PR via validatePostedResponseHasNoEpilogue
ssrf-nat64-ipv4compat-001	./internal/netutil	TestSSRFBlocklist_IPv4EmbeddingEncodings	default-ci	1f310719	-	IsPrivateOrLinkLocal (shared SSRF blocklist for dynamic-secrets admin-DSN dials, Azure KMS dials, validateAdminDSNHost) accepted NAT64 (64:ff9b::/96) and IPv4-compatible (::x) IPv6 encodings of private/loopback/IMDS IPv4 (e.g. 64:ff9b::a9fe:a9fe = IMDS 169.254.169.254); To4 folds only IPv4-mapped. Fixed by decoding the embedded IPv4 and checking it (not a wholesale-prefix block, so public NAT64 egress is preserved); found by adversarial probe building the DSN SSRF fuzzer, locked by FuzzIPv4EmbeddingSSRFParity (#1937)
session-revoke-cache-race-001	./server/http	TestSessionRevoke_ConcurrentRevokeDoesNotResurrectCachedAuth	default-ci	ca0666b0	-	serveAuthCacheHit's session branch only re-checked the owning account's state, never whether the session row itself still existed -- RevokeUserSessions and 6 sibling call sites (ChangePassword, ActivateMFA/DisableMFA, WebAuthn enrollment/removal, both setup-token-consume paths, the /system proxy's DeleteSessionsForUserExcept) could leave a deleted session authenticating via a stale positive cache entry; fixed by core.SessionLiveForToken wired into serveAuthCacheHit; found by FuzzConcurrentOpsLinearizable, landed same PR; see docs/findings/2026-09-20-FINDING-session-revoke-cache-race.md
session-revoke-cache-race-002	./server/http	TestSessionRevoke_SecondReplicaNeverInvalidatedCacheHitDenied	default-ci	ca0666b0	-	the same session-liveness chokepoint closes the ADR-039-documented cross-replica cache-staleness bound (a revoke on one replica leaving the session live on another for up to validTokenTTL) down to the next request, since SessionLiveForToken re-reads from the same shared DB every replica already writes to; two cores sharing one DB, only one with the cache invalidator wired, prove a replica that never heard about a sibling's revoke still denies on its next cache hit; see docs/findings/2026-09-20-FINDING-session-revoke-cache-race.md
session-restricted-cache-race-001	./server/http	TestSessionCacheHit_AccountRestrictionRefreshedOnHit	default-ci	ca0666b0	-	AccountLoginBlocked and AccountRestricted are not the same predicate (pending_first_login/password_reset_required are restricted but not login-blocked) -- a session cache hit's pre-existing account-usability check only re-verified the login-blocked boolean, never refreshed the cached AccountState/Restricted, so a transition into a restricted-but-not-blocked state (e.g. an admin's RequirePasswordReset) stayed invisible to EnforceAccountRestriction on a cache hit; fixed by core.AccountUsabilityAndState / cloneUserContextWithAccountState; see docs/findings/2026-09-20-FINDING-session-revoke-cache-race.md
